"longitude","latitude","category","name",,
"-77.05768 "," 38.93501","Restaurant","Nam-viet Pho 79",,
"-77.05766 "," 38.93497","Restaurant","Aroma",,
"-77.05193 "," 38.9391","Drinking water source",,,
"-77.0428 "," 39.08246","district_of_columbia_Eating_Drin",,,
"-77.07478 "," 38.95557","district_of_columbia_Eating_Drin",,,
"-77.06986 "," 38.95557","Fast Food Restaurant","Besta Pizza",,
"-77.0699 "," 38.95566","Restaurant","Buck's Fishing & Company",,
"-77.06994 "," 38.95577","Cafe","Marvelous Market",,
"-77.06995 "," 38.9559","Pub","Comet",,
"-77.07429 "," 38.96334","Restaurant","Senor Pepper",,
"-77.04591 "," 38.96391","Drinking water source",,,
"-77.0741 "," 39.03301","Restaurant","China Gourmet",,
"-77.07371 "," 39.0333","Cafe","Donut Kong Cafe & Deli",,
"-77.07364 "," 39.03335","Restaurant","Queen's Grill",,
"-77.05171 "," 39.03705","Fast Food Restaurant","Wendy's",,
"-77.05698 "," 39.03827","Cafe","Starbucks",,
"-77.05707 "," 39.03835","Fast Food Restaurant","Quiznos",,
"-77.05715 "," 39.03842","Fast Food Restaurant","Baja Fresh",,
"-77.05131 "," 39.0388","Fast Food Restaurant","Dunkin Donuts",,
"-77.0428 "," 39.08232","district_of_columbia_Eating_Drin",,,
"-77.07478 "," 39.03907","district_of_columbia_Eating_Drin",,,
"-77.05731 "," 39.0396","Fast Food Restaurant","McDonald's",,
"-77.05072 "," 39.04038","Pub","Royal Mile Pub",,
"-77.04735 "," 39.04141","Fast Food Restaurant","KFC Express",,
"-77.04734 "," 39.04147","Fast Food Restaurant","Taco Bell Express",,
"-77.04284 "," 39.05372","Drinking water source",,,
"-77.04863 "," 39.06009","Fast Food Restaurant","Pizza Hut",,
"-77.05062 "," 39.06103","Restaurant","Mayflower Buffet",,
"-77.05198 "," 39.0613","Fast Food Restaurant","KFC",,
"-77.07234 "," 39.07934","Fast Food Restaurant","QQ China",,
"-77.07195 "," 39.07963","Fast Food Restaurant","Pizza Hut",,
"-77.07285 "," 39.0802","Restaurant","Outback Steakhouse",,
"-77.07224 "," 39.08021","Restaurant","3 Amigos Restaurant",,
"-77.07245 "," 39.08021","Fast Food Restaurant","Domino's",,
"-76.8146 "," 39.08277","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.90652","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.89628","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.8758","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-77.04067 "," 38.81759","Restaurant",,,
"-77.04213 "," 38.85155","Cafe","Dunkin Donuts",,
"-77.0419 "," 38.85391","Cafe","Mayorga Coffee",,
"-77.04175 "," 38.85395","Fast Food Restaurant","Einstein Bagels",,
"-77.0417 "," 38.85427","Fast Food Restaurant","McDonald's",,
"-77.04271 "," 38.85585","Drinking water source",,,
"-77.04271 "," 38.85587","Fast Food Restaurant","Rancho Grilled Chicken",,
"-77.04262 "," 38.85587","Cafe","Primo! Cappuccino",,
"-77.04266 "," 38.85587","Fast Food Restaurant","California Tortilla",,
"-77.0428 "," 38.85602","Fast Food Restaurant","Cinnabon",,
"-77.04276 "," 38.85602","Pub","Gordon Biersch",,
"-77.04266 "," 38.85619","Fast Food Restaurant","Five Guys",,
"-77.02209 "," 38.89459","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.87457","district_of_columbia_Eating_Drin",,,
"-77.02282 "," 38.87763","Restaurant","Pier 7 Restaurant",,
"-77.02403 "," 38.87856","Restaurant","Zanzibar On The Waterfront",,
"-77.02482 "," 38.87926","Restaurant","Hogates",,
"-77.0261 "," 38.88023","Restaurant","Phillips Flagship",,
"-77.02663 "," 38.8806","Restaurant","Jenny's",,
"-77.02972 "," 38.88362","Cafe","Potbelly",,
"-77.02833 "," 38.88413","Cafe","Cafe Twelve",,
"-77.02433 "," 38.88414","Restaurant","Frank & Stein",,
"-77.02999 "," 38.88456","Cafe","Starbucks",,
"-77.02646 "," 38.89124","Restaurant","S",,
"-77.02926 "," 38.89368","Fast Food Restaurant","Quizno's",,
"-77.03108 "," 38.89394","Fast Food Restaurant","Food Court",,
"-77.0299 "," 38.89415","Restaurant","Aria Trattoria",,
"-77.02209 "," 38.89415","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.89436","district_of_columbia_Eating_Drin",,,
"-77.04109 "," 38.89561","Restaurant","Negotiations Restaurant",,
"-77.03973 "," 38.89585","Cafe","The Cafe At The Corcoran",,
"-77.03125 "," 38.89644","Fast Food Restaurant","A Slice Of Italy Pizzeria",,
"-77.03104 "," 38.89632","Restaurant","Avenue Grill",,
"-77.0301 "," 38.89632","Fast Food Restaurant","Hudson Deli",,
"-77.02994 "," 38.89641","Restaurant","Chef Geoff's Downtown",,
"-77.02992 "," 38.89634","Cafe","Starbucks",,
"-77.02931 "," 38.89632","Restaurant","Bluepoint Fish Club",,
"-77.02833 "," 38.89559","Pub","Elephant & Castle",,
"-77.02739 "," 38.89516","Restaurant","Fogo De Chao Churrascaria",,
"-77.02735 "," 38.89636","Restaurant","ESPN Zone",,
"-77.02729 "," 38.89596","Restaurant","Harry's",,
"-77.02725 "," 38.89578","Restaurant","Harriets",,
"-77.02209 "," 38.89578","district_of_columbia_Eating_Drin",,,
"-77.02631 "," 38.89436","district_of_columbia_Eating_Drin",,,
"-77.02626 "," 38.89498","Restaurant","Ten Penh Restaurant",,
"-77.02625 "," 38.89592","Cafe","Cosi",,
"-77.02569 "," 38.89633","Restaurant","Hard Rock Cafe",,
"-77.02363 "," 38.89545","Restaurant","The Caucus Room",,
"-77.02357 "," 38.89632","Fast Food Restaurant","Brueggers",,
"-77.0235 "," 38.89443","Restaurant","D'Acqua Restaurant",,
"-77.02328 "," 38.89594","Restaurant","Cedar",,
"-77.02318 "," 38.89501","Cafe","Teasim",,
"-77.02272 "," 38.89525","Restaurant","Cafe Atlantico",,
"-77.02251 "," 38.89436","Restaurant","701 Restaurant",,
"-77.02243 "," 38.89593","Restaurant","Austin Grill",,
"-77.02215 "," 38.89592","Restaurant","Jaleo",,
"-77.02213 "," 38.89566","Restaurant","Sei Restaurant & Lounge",,
"-77.02209 "," 38.90078","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.89646","district_of_columbia_Eating_Drin",,,
"-77.03241 "," 38.90158","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.89646","district_of_columbia_Eating_Drin",,,
"-77.04037 "," 38.89813","Fast Food Restaurant","Quiznos",,
"-77.04022 "," 38.89796","Cafe","Ellipse Cafe",,
"-77.04017 "," 38.89814","Cafe","G Street Food",,
"-77.04008 "," 38.89873","Cafe","Starbucks",,
"-77.03999 "," 38.89814","Cafe","M.E. Swing Coffee Roasters",,
"-77.03981 "," 38.89934","Cafe","Caribou Coffee",,
"-77.03977 "," 38.8995","Cafe","Potbelly",,
"-77.03971 "," 38.89851","Cafe","Cosi",,
"-77.0334 "," 38.89961","Pub","Recess Bar",,
"-77.03332 "," 38.89806","Restaurant","Old Ebbitt Grill",,
"-77.0328 "," 38.89683","Restaurant","The Occidental",,
"-77.03246 "," 38.89945","Fast Food Restaurant","New York Cafe",,
"-77.02851 "," 38.89945","district_of_columbia_Eating_Drin",,,
"-77.03241 "," 38.89646","district_of_columbia_Eating_Drin",,,
"-77.03227 "," 38.89957","Cafe","Starbucks",,
"-77.03223 "," 38.89646","Pub","Round Robin Bar",,
"-77.03223 "," 38.89848","Cafe","Starbucks",,
"-77.0322 "," 38.89901","Cafe","Potbelly",,
"-77.03211 "," 38.89915","Fast Food Restaurant","Hot Dog Stand",,
"-77.03171 "," 38.89913","Fast Food Restaurant","Jonathan's Gourmet Deli",,
"-77.03167 "," 38.89714","Cafe","Corner Bakery",,
"-77.03161 "," 38.89854","Restaurant","Ceiba Restaurant & Lounge",,
"-77.03092 "," 38.89764","Restaurant","Shelly's Back Room",,
"-77.03056 "," 38.89759","Restaurant","Fine Mondo",,
"-77.03015 "," 38.89756","Restaurant","Funxion",,
"-77.02986 "," 38.89784","Restaurant","M & S Grill",,
"-77.02934 "," 38.897","Restaurant","City Club of Washington",,
"-77.02209 "," 38.89956","district_of_columbia_Eating_Drin",,,
"-77.02851 "," 38.89646","district_of_columbia_Eating_Drin",,,
"-77.02851 "," 38.89766","Restaurant","The Oceanaire Seafood Room",,
"-77.02779 "," 38.89909","Cafe","Starbucks",,
"-77.0277 "," 38.89675","Restaurant","Tosca",,
"-77.02758 "," 38.89856","Cafe","Cosi",,
"-77.02736 "," 38.89756","Cafe","Pret-a-Manger",,
"-77.02671 "," 38.89667","Cafe","Starbucks",,
"-77.02668 "," 38.89954","Fast Food Restaurant","Zephyr Deli",,
"-77.02664 "," 38.89669","Restaurant","E Street Lounge",,
"-77.02639 "," 38.89945","Pub","Grand Slam",,
"-77.02623 "," 38.89683","Restaurant","Bistro 'd OC and Wine Bar",,
"-77.0262 "," 38.89661","Restaurant","Lincoln House Restaurant",,
"-77.02532 "," 38.8976","Restaurant","Co Co Sala",,
"-77.02493 "," 38.89764","Fast Food Restaurant","Cowgirl Creamery",,
"-77.0243 "," 38.89755","Restaurant","Mccormick & Schmick",,
"-77.02209 "," 38.90011","district_of_columbia_Eating_Drin",,,
"-77.02426 "," 38.89646","district_of_columbia_Eating_Drin",,,
"-77.0242 "," 38.89919","Restaurant","Ruth's Chris Steak House",,
"-77.0242 "," 38.89716","Restaurant","Gordon Biersch Brewery Restaurant",,
"-77.02417 "," 38.89767","Restaurant","Ella's Wood-fired Pizza",,
"-77.02372 "," 38.89906","Cafe","Starbucks",,
"-77.02371 "," 38.89881","Restaurant","Zaytinya",,
"-77.0237 "," 38.89948","Restaurant","Oya Restaurant & Lounge",,
"-77.02267 "," 38.8979","Cafe","Courtyard Cafe",,
"-77.02236 "," 38.89864","Pub","Redline",,
"-77.02212 "," 38.89873","Restaurant","Legal Sea Foods",,
"-77.02212 "," 38.89921","Restaurant","La Tasca",,
"-77.0221 "," 38.89891","Restaurant","Ruby Tuesday's",,
"-77.0221 "," 38.89932","Cafe","Potbelly",,
"-77.0221 "," 38.89944","Fast Food Restaurant","Chop'T Creative Salad Co.",,
"-77.02209 "," 38.90456","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.89961","district_of_columbia_Eating_Drin",,,
"-77.03809 "," 38.90473","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.89961","district_of_columbia_Eating_Drin",,,
"-77.04106 "," 38.89968","Cafe","Breadline",,
"-77.03981 "," 38.89977","Fast Food Restaurant","McDonald's",,
"-77.0386 "," 38.90039","Cafe","Teaism",,
"-77.03842 "," 38.90042","Restaurant","The Oval Room",,
"-77.04018 "," 38.90088","Pub","Eye Bar",,
"-77.0388 "," 38.9009","Restaurant","Equinox",,
"-77.04016 "," 38.90099","Pub","The Bottom Line",,
"-77.04046 "," 38.90103","Restaurant","Cafe Asia",,
"-77.03885 "," 38.90108","Fast Food Restaurant","Park Place Gourmet",,
"-77.03923 "," 38.90108","Restaurant","Cafe Soleil",,
"-77.04135 "," 38.90109","Restaurant","Taberna Del Alabardero",,
"-77.0427 "," 38.90171","Fast Food Restaurant","Nirvana Express",,
"-77.03809 "," 38.90683","district_of_columbia_Eating_Drin",,,
"-77.0428 "," 38.90214","district_of_columbia_Eating_Drin",,,
"-77.03982 "," 38.90218","Restaurant","Kellari Taverna",,
"-77.04256 "," 38.90222","Restaurant","Sichuan Pavilion",,
"-77.03907 "," 38.90277","Cafe","Starbucks",,
"-77.04014 "," 38.90346","Restaurant","Morton's of Chicago",,
"-77.04065 "," 38.90353","Cafe","Au Bon Pain",,
"-77.04077 "," 38.90354","Cafe","Starbucks",,
"-77.03824 "," 38.90355","Cafe","Potbelly Sandwich Shop",,
"-77.03903 "," 38.90356","Restaurant","Naan & Beyond",,
"-77.04261 "," 38.90393","Pub","Mackey's",,
"-77.0427 "," 38.90393","Restaurant","Recessions II",,
"-77.03812 "," 38.90394","Cafe","Caribou Coffee",,
"-77.03882 "," 38.90395","Restaurant","The Meeting Place",,
"-77.0414 "," 38.90444","Fast Food Restaurant","Subway",,
"-77.03239 "," 38.90444","district_of_columbia_Eating_Drin",,,
"-77.03809 "," 38.89961","district_of_columbia_Eating_Drin",,,
"-77.03809 "," 38.90105","Restaurant","The Bombay Club",,
"-77.03778 "," 38.90277","Fast Food Restaurant","Chop't",,
"-77.03769 "," 38.9022","Restaurant","Mccormick & Schmick",,
"-77.03759 "," 38.90172","Restaurant","BLT Steak",,
"-77.03749 "," 38.90108","Restaurant","Blackfinn",,
"-77.03696 "," 38.90228","Cafe","Starbucks",,
"-77.03486 "," 38.90211","Restaurant","Georgia Brown's",,
"-77.03408 "," 38.90358","Restaurant","The Reserve",,
"-77.03402 "," 38.90358","Pub","Post Pub",,
"-77.03397 "," 38.90105","Fast Food Restaurant","Loeb's New York Deli",,
"-77.03381 "," 38.90325","Restaurant","Hunan Palace",,
"-77.03376 "," 38.90317","Restaurant","Casa Blanca Restaurant",,
"-77.03338 "," 38.90057","Restaurant","Bobby Van's Steakhouse",,
"-77.03329 "," 38.90184","Restaurant","Siroc",,
"-77.03239 "," 38.9044","district_of_columbia_Eating_Drin",,,
"-77.03319 "," 38.89961","district_of_columbia_Eating_Drin",,,
"-77.03316 "," 38.90421","Cafe","Starbucks",,
"-77.03315 "," 38.90001","Restaurant","Potenza",,
"-77.03312 "," 38.9043","Restaurant","II Mulino New York",,
"-77.03293 "," 38.90331","Fast Food Restaurant","Cafe Spice Express",,
"-77.03291 "," 38.90336","Fast Food Restaurant","Quiznos",,
"-77.03285 "," 38.9035","Restaurant","Stan's",,
"-77.03283 "," 38.90355","Restaurant","Stan's Restaurant",,
"-77.0327 "," 38.90278","Restaurant","Tattoo",,
"-77.03264 "," 38.90396","Cafe","Au Bon Pain",,
"-77.03255 "," 38.9029","Restaurant","Bangkok One/China Cafe",,
"-77.03249 "," 38.90352","Fast Food Restaurant","TJ's Gourmet Deli",,
"-77.03244 "," 38.90151","Cafe","Au Bon Pain",,
"-77.0324 "," 38.90279","Restaurant","Lima",,
"-77.02209 "," 38.90535","district_of_columbia_Eating_Drin",,,
"-77.03239 "," 38.89961","district_of_columbia_Eating_Drin",,,
"-77.0274 "," 38.90217","district_of_columbia_Eating_Drin",,,
"-77.03239 "," 38.89961","district_of_columbia_Eating_Drin",,,
"-77.03163 "," 38.90039","Cafe","Cosi",,
"-77.03066 "," 38.90052","Cafe","Cafe Mozart",,
"-77.02934 "," 38.90056","Fast Food Restaurant","McDonald's",,
"-77.0322 "," 38.90058","Cafe","Cafe Phillips",,
"-77.02748 "," 38.90062","Restaurant","Bibiiana",,
"-77.03168 "," 38.901","Fast Food Restaurant","Yogen Fruz",,
"-77.02854 "," 38.90101","Restaurant","Bobby Van's Grill",,
"-77.03129 "," 38.90103","Restaurant","Tuscana West",,
"-77.03225 "," 38.90106","Fast Food Restaurant","Lighters",,
"-77.0304 "," 38.90109","Restaurant","City Club of Washington at Franklin Square",,
"-77.03239 "," 38.90111","Fast Food Restaurant","Five Guys",,
"-77.03223 "," 38.90191","Restaurant","The Park Place at 14th",,
"-77.0274 "," 38.90447","district_of_columbia_Eating_Drin",,,
"-77.03239 "," 38.90227","district_of_columbia_Eating_Drin",,,
"-77.02996 "," 38.90278","Cafe","Soho Cafe & Market",,
"-77.02839 "," 38.90278","Restaurant","District Grill",,
"-77.02925 "," 38.90278","Cafe","Cosi",,
"-77.03217 "," 38.90279","Restaurant","DC Coast",,
"-77.03165 "," 38.90281","Restaurant","Hamilton",,
"-77.03131 "," 38.90292","Restaurant","The Sphinx Club",,
"-77.03164 "," 38.90296","Cafe","Starbucks",,
"-77.03222 "," 38.90301","Fast Food Restaurant","Subway",,
"-77.03166 "," 38.90324","Fast Food Restaurant","The Brown Bag",,
"-77.03213 "," 38.90352","Fast Food Restaurant","Hot Dogs",,
"-77.03167 "," 38.90397","Fast Food Restaurant","City Buffet",,
"-77.03086 "," 38.90448","Restaurant","Green Lantern/Tool Shed",,
"-77.03167 "," 38.9047","Restaurant","CulinAerie",,
"-77.02209 "," 38.9047","district_of_columbia_Eating_Drin",,,
"-77.0274 "," 38.89961","district_of_columbia_Eating_Drin",,,
"-77.02658 "," 38.89961","Cafe","Starbucks",,
"-77.02626 "," 38.89962","Restaurant","Cure Bar and Bistro",,
"-77.02348 "," 38.89962","Fast Food Restaurant","Five Guys",,
"-77.02211 "," 38.89964","Fast Food Restaurant","Fuddruckers",,
"-77.02234 "," 38.89996","Fast Food Restaurant","Capital Q",,
"-77.02242 "," 38.89997","Fast Food Restaurant","Subway",,
"-77.02254 "," 38.89997","Restaurant","Matchbox",,
"-77.02272 "," 38.89998","Restaurant","Asian Spice",,
"-77.02735 "," 38.90003","Pub","Capitol City Brewing Company",,
"-77.02211 "," 38.90008","Pub","Fado Irish Pub",,
"-77.0273 "," 38.90024","Restaurant","Haad Thai Restaurant",,
"-77.02212 "," 38.90035","Pub","RFD",,
"-77.02734 "," 38.90056","Restaurant","Sushi Aoi Restaurant",,
"-77.02266 "," 38.90061","Fast Food Restaurant","New World Cafe",,
"-77.02209 "," 38.90573","district_of_columbia_Eating_Drin",,,
"-77.0274 "," 38.9007","district_of_columbia_Eating_Drin",,,
"-77.02231 "," 38.9007","Fast Food Restaurant","Quiznos",,
"-77.02266 "," 38.90109","Restaurant","PS 7's",,
"-77.02359 "," 38.90113","Pub","Presidents Sports Bar",,
"-77.02226 "," 38.90115","Restaurant","Ping Pong",,
"-77.02669 "," 38.90154","Restaurant","Againn",,
"-77.0224 "," 38.9017","Fast Food Restaurant","Tech World Food Court",,
"-77.02316 "," 38.90178","Cafe","Starbucks",,
"-77.02568 "," 38.90184","Cafe","Starbucks",,
"-77.02551 "," 38.90191","Cafe","Lawson Grill",,
"-77.02619 "," 38.90219","Restaurant","Finn & Porter",,
"-77.02463 "," 38.90224","Restaurant","Acadiana",,
"-77.0274 "," 38.90286","Restaurant","Brasserie Beck",,
"-77.02335 "," 38.90328","Cafe","Starbucks",,
"-76.8146 "," 38.90584","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-77.00285 "," 38.89884","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-77.00285 "," 38.88604","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-77.0103 "," 38.86747","Restaurant","Ziegfield's",,
"-77.02167 "," 38.87589","Restaurant","Nightingale II",,
"-77.02173 "," 38.87624","Restaurant","Cantina Marina",,
"-77.00418 "," 38.87725","Cafe","Starbucks",,
"-77.00592 "," 38.87774","Restaurant","Justin's Cafe",,
"-77.00838 "," 38.87969","Fast Food Restaurant","McDonald's",,
"-77.00795 "," 38.88438","Restaurant","National Democratic Club",,
"-77.00555 "," 38.88466","Pub","Bullfeathers",,
"-77.01966 "," 38.88588","Cafe","Starbucks",,
"-77.01782 "," 38.88588","Restaurant","McDonalds",,
"-77.01799 "," 38.88589","Restaurant","Wall Street Deli",,
"-77.0183 "," 38.8859","Restaurant","Quiznos Sandwich Restaurants",,
"-77.00285 "," 38.89358","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.88592","district_of_columbia_Eating_Drin",,,
"-77.02115 "," 38.88608","Cafe","Cosmo",,
"-77.02137 "," 38.88609","Cafe","Starbuck's",,
"-77.01826 "," 38.88814","Fast Food Restaurant","McDonald's",,
"-77.01693 "," 38.88841","Restaurant","Mitsitam Cafe",,
"-77.01239 "," 38.88986","Drinking water source",,,
"-77.0185 "," 38.89132","Drinking water source",,,
"-77.01071 "," 38.89149","Drinking water source",,,
"-77.01306 "," 38.89279","Restaurant","Charlie Palmer",,
"-77.0191 "," 38.89302","Restaurant","Newseum food court",,
"-77.01345 "," 38.89319","Restaurant","Momoyama",,
"-77.01343 "," 38.89326","Restaurant","Hamilton's Bar and Grill",,
"-77.02049 "," 38.8933","Restaurant","Capital Grille",,
"-77.01961 "," 38.89336","Restaurant","The Source by Wolfgang Puck",,
"-77.00285 "," 38.89848","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.89341","district_of_columbia_Eating_Drin",,,
"-77.0217 "," 38.89417","Cafe","Starbucks",,
"-77.02168 "," 38.89597","Cafe","Starbucks",,
"-77.02168 "," 38.89631","Cafe","Tangy Sweet",,
"-77.02167 "," 38.89643","Pub","Iron Horse Tap Room",,
"-77.02166 "," 38.89651","Restaurant","District Chophouse & Brewery",,
"-77.02166 "," 38.89494","Restaurant","Oyamel",,
"-77.02154 "," 38.89424","Pub","Penn Quarter Sports Tavern",,
"-77.02154 "," 38.89718","Restaurant","Rosa Mexicano",,
"-77.02141 "," 38.89429","Cafe","Potbelly",,
"-77.02136 "," 38.89498","Restaurant","Rasika",,
"-77.02124 "," 38.89595","Fast Food Restaurant","Potato Valley Cafe",,
"-77.02085 "," 38.89715","Cafe","Camille's Sidewalk Cafe",,
"-77.0207 "," 38.89449","Fast Food Restaurant","Jacks Famous Deli",,
"-77.00285 "," 38.89705","district_of_columbia_Eating_Drin",,,
"-77.02027 "," 38.89341","district_of_columbia_Eating_Drin",,,
"-77.02023 "," 38.894","Cafe","Cosi",,
"-77.02017 "," 38.89464","Cafe","Au Bon Pain",,
"-77.01962 "," 38.89594","Fast Food Restaurant","McDonald's",,
"-77.01346 "," 38.89341","Restaurant","My Brother's Place",,
"-77.0119 "," 38.89651","Pub","Billy Goat Tavern & Grill",,
"-77.01169 "," 38.89537","Restaurant","Monumental Affairs",,
"-77.01067 "," 38.89539","Pub","The Liaison Capitol Hill",,
"-77.00951 "," 38.89718","Pub","The Dubliner",,
"-77.00661 "," 38.89744","Restaurant","Pizzeria Uno",,
"-77.00599 "," 38.8971","Restaurant","Buffalo Grill",,
"-77.00592 "," 38.89754","Restaurant","Mama Ilardo Pizzeria",,
"-77.0059 "," 38.8974","Cafe","East St Cafe",,
"-77.0033 "," 38.89715","Cafe","Ebenezer's Coffee House",,
"-77.00285 "," 38.90483","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.8976","district_of_columbia_Eating_Drin",,,
"-77.02041 "," 38.90016","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.8976","district_of_columbia_Eating_Drin",,,
"-77.02164 "," 38.89834","Fast Food Restaurant","McDonald's",,
"-77.02164 "," 38.89854","Fast Food Restaurant","Chipotle Mexican Grill",,
"-77.02147 "," 38.89873","Fast Food Restaurant","Auntie Anne's",,
"-77.02106 "," 38.89879","Restaurant","Thai Chili",,
"-77.02117 "," 38.89888","Fast Food Restaurant","H$$agen-Dazs",,
"-77.02141 "," 38.89889","Restaurant","Sushi Go Round & Tapas",,
"-77.02077 "," 38.89894","Pub","Bar Louie",,
"-77.02168 "," 38.89896","Restaurant","Clyde's Of Gallery Place",,
"-77.02078 "," 38.89919","Pub","Lucky Strike",,
"-77.02209 "," 38.89938","Fast Food Restaurant","California Tortilla",,
"-77.02167 "," 38.89951","Restaurant","Zengo",,
"-77.0207 "," 38.89963","Restaurant","New Big Wong",,
"-77.02041 "," 38.90475","district_of_columbia_Eating_Drin",,,
"-77.02209 "," 38.89964","district_of_columbia_Eating_Drin",,,
"-77.02124 "," 38.89965","Restaurant","Chinatown Garden Restaurant",,
"-77.02209 "," 38.89996","Cafe","Starbucks",,
"-77.02101 "," 38.89998","Restaurant","Vapiano",,
"-77.02049 "," 38.89998","Restaurant","Jackey Cafe",,
"-77.0207 "," 38.89998","Restaurant","Ming's",,
"-77.0208 "," 38.89999","Restaurant","Tony Cheng's Seafood Restaurant",,
"-77.02169 "," 38.90029","Restaurant","Mehak Restaurant",,
"-77.02168 "," 38.90041","Restaurant","Nando's Peri Peri",,
"-77.02166 "," 38.90056","Restaurant","Hooters",,
"-77.02166 "," 38.9014","Cafe","Cafe Phillips",,
"-77.0216 "," 38.90351","Pub","Bar 7",,
"-77.02071 "," 38.90364","Restaurant","Marrakesh Restaurant",,
"-77.02158 "," 38.9037","Cafe","Warehouse Cafe",,
"-77.00285 "," 38.90626","district_of_columbia_Eating_Drin",,,
"-77.02041 "," 38.8976","district_of_columbia_Eating_Drin",,,
"-77.02041 "," 38.89997","Restaurant","Eat First",,
"-77.02039 "," 38.89963","Restaurant","Wok and Roll",,
"-77.0202 "," 38.89941","Restaurant","Burma Restaurant",,
"-77.02012 "," 38.89943","Restaurant","Kanlaya Thai Cuisine",,
"-77.02012 "," 38.89957","Fast Food Restaurant","Chinatown Express",,
"-77.02011 "," 38.89936","Restaurant","Pho Sai Gan & Grill",,
"-77.02011 "," 38.89953","Fast Food Restaurant","Urfa Tomato Kabob",,
"-77.02011 "," 38.89962","Restaurant","Szechuan House Restaurant",,
"-77.01967 "," 38.89847","Restaurant","Absolute Thai Restaurant",,
"-77.01949 "," 38.89846","Fast Food Restaurant","Burger King",,
"-77.01931 "," 38.89997","Restaurant","Full Kee Restaurant",,
"-77.01924 "," 38.89998","Restaurant","Royal Thai Cuisine & Bar",,
"-77.01917 "," 38.89999","Restaurant","Momiji",,
"-77.0191 "," 38.89951","Pub","Irish Channel Restaurant and Pub",,
"-77.00285 "," 38.90463","district_of_columbia_Eating_Drin",,,
"-77.01869 "," 38.8976","district_of_columbia_Eating_Drin",,,
"-77.01864 "," 38.9","Cafe","Chinatown Coffee",,
"-77.01844 "," 38.90281","Cafe","Taylor Gourmet",,
"-77.01817 "," 38.9028","Restaurant","Kushi Izakaya",,
"-77.0159 "," 38.9003","Fast Food Restaurant","Papa John's",,
"-77.00955 "," 38.90035","Fast Food Restaurant","Subway",,
"-77.00931 "," 38.90036","Cafe","Au Bon Pain",,
"-77.00818 "," 38.89814","Pub","Capitol City Brewing Company",,
"-77.00675 "," 38.89777","Restaurant","America",,
"-77.00674 "," 38.89761","Fast Food Restaurant","Aditi Indian Kitchen",,
"-77.00651 "," 38.8977","Restaurant","B Smith's",,
"-77.00637 "," 38.89777","Fast Food Restaurant","Food Court in basement",,
"-77.00625 "," 38.89766","Cafe","Center Cafe",,
"-77.00515 "," 38.8976","Fast Food Restaurant","McDonald's",,
"-76.8146 "," 38.90528","district_of_columbia_Eating_Drin",,,
"-77.00285 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-76.99045 "," 38.88187","district_of_columbia_Eating_Drin",,,
"-77.00285 "," 38.74524","district_of_columbia_Eating_Drin",,,
"-76.99741 "," 38.84543","Fast Food Restaurant","Subway",,
"-76.99629 "," 38.85978","Fast Food Restaurant","Charlies Corner",,
"-76.99527 "," 38.88076","Pub","Molly Malone's",,
"-76.99522 "," 38.88082","Pub","Lola's",,
"-77.00109 "," 38.88102","Fast Food Restaurant","On the Fly",,
"-76.99525 "," 38.88191","Restaurant","Cava Restaurant",,
"-76.99525 "," 38.88197","Restaurant","Phase I",,
"-76.99525 "," 38.88203","Restaurant","Jordan's",,
"-76.99525 "," 38.8821","Restaurant","Matchbox",,
"-76.99525 "," 38.88217","Restaurant","Las Placitas",,
"-76.99468 "," 38.8822","Cafe","Belga Cafe",,
"-76.99471 "," 38.88258","Cafe","Banana Cafe And Piano Bar",,
"-76.99045 "," 38.8877","district_of_columbia_Eating_Drin",,,
"-77.00285 "," 38.88305","district_of_columbia_Eating_Drin",,,
"-76.99525 "," 38.88309","Restaurant","Capitol Hill Tandor and Grill",,
"-76.99662 "," 38.88452","Pub","Li'L Pub",,
"-76.99747 "," 38.8848","Restaurant","La Plaza Mexican Restaurant",,
