"longitude","latitude","category","name",,
"-76.99327 "," 38.9159","Fast Food Restaurant","McDonalds",,
"-77.02171 "," 38.91595","Fast Food Restaurant","Shaw Howard Deli",,
"-76.9994 "," 38.92051","Fast Food Restaurant","McDonald's",,
"-77.02225 "," 38.92061","Fast Food Restaurant","McDonald's",,
"-76.99353 "," 38.93223","Pub","Colonel Brooks Tavern",,
"-77.01376 "," 38.94204","Restaurant","Hitching Post Restaurant",,
"-77.01386 "," 38.94241","Restaurant","El Limone",,
"-77.02008 "," 38.95659","Fast Food Restaurant","Johnny's Carryout",,
"-77.0019 "," 38.9658","Fast Food Restaurant","McDonalds",,
"-76.99129 "," 39.081","district_of_columbia_Eating_Drin",,,
"-77.02363 "," 38.97419","district_of_columbia_Eating_Drin",,,
"-77.01831 "," 38.97419","Pub","Takoma Station Tavern",,
"-77.01807 "," 38.97497","Pub","Cedar Crossing Tavern & Wine Bar",,
"-77.0236 "," 38.9907","Fast Food Restaurant","Manny & Olga's Pizza",,
"-77.00945 "," 38.99346","Restaurant","La Casita",,
"-77.01422 "," 38.99476","Drinking water source",,,
"-77.0224 "," 39.00536","Restaurant","Mrs. K's Tollhouse",,
"-77.01185 "," 39.02024","Cafe","Starbucks",,
"-77.01337 "," 39.02037","Restaurant","Carvel",,
"-77.01342 "," 39.0204","Restaurant","Jerry's Subs & Pizza",,
"-77.01186 "," 39.02041","Restaurant","Santucci's Deli",,
"-77.01374 "," 39.02059","Fast Food Restaurant","McDonald's",,
"-77.01187 "," 39.02062","Fast Food Restaurant","Subway",,
"-77.01309 "," 39.02073","Restaurant","NY Manhattan Deli",,
"-77.01265 "," 39.0208","Restaurant","Fajita Coast",,
"-76.99129 "," 39.08224","district_of_columbia_Eating_Drin",,,
"-77.02363 "," 39.02096","district_of_columbia_Eating_Drin",,,
"-77.01194 "," 39.02097","Restaurant","Chipotle",,
"-77.01293 "," 39.02111","Pub","Corner Pub",,
"-77.00409 "," 39.03099","Restaurant","California Tortilla",,
"-77.00132 "," 39.06623","Restaurant","Dominic's",,
"-77.00368 "," 39.07476","Cafe","Bagelry",,
"-77.0009 "," 39.07605","Fast Food Restaurant","McDonald's",,
"-77.0041 "," 39.07631","Fast Food Restaurant","Subway",,
"-77.0041 "," 39.07641","Fast Food Restaurant","Wing Wing",,
"-77.00218 "," 39.07675","Fast Food Restaurant","Dunkin' Donuts",,
"-77.00238 "," 39.07677","Fast Food Restaurant","Cup & Cone Cafe",,
"-77.00267 "," 39.0768","Fast Food Restaurant","Kabobelicious",,
"-77.0025 "," 39.07727","Restaurant","Ledo Pizza",,
"-77.00332 "," 39.07729","Restaurant","Greek Village Restaurant",,
"-76.8146 "," 39.08241","district_of_columbia_Eating_Drin",,,
"-76.99129 "," 38.90498","district_of_columbia_Eating_Drin",,,
"-76.93872 "," 38.98178","district_of_columbia_Eating_Drin",,,
"-76.99129 "," 38.90498","district_of_columbia_Eating_Drin",,,
"-76.99119 "," 38.93299","Pub","The Library Saloon",,
"-76.99075 "," 38.93757","Pub","San Antonio Bar & Grill III",,
"-76.99067 "," 38.93073","Restaurant","Bobby's Q",,
"-76.97852 "," 38.90698","Fast Food Restaurant","Eddie's Carryout",,
"-76.97669 "," 38.91772","Restaurant","Aqua Restaurant",,
"-76.97344 "," 38.91772","Fast Food Restaurant","McDonalds",,
"-76.97322 "," 38.91689","Fast Food Restaurant","KFC/Taco Bell",,
"-76.97184 "," 38.9177","Fast Food Restaurant","Checkers",,
"-76.94035 "," 38.95256","Pub","Franklin's",,
"-76.9396 "," 38.96407","Fast Food Restaurant","McDonald's",,
"-76.93906 "," 38.98077","Restaurant","Jason's Deli",,
"-76.93903 "," 38.98055","Cafe","Starbucks",,
"-76.8146 "," 38.98311","district_of_columbia_Eating_Drin",,,
"-76.93872 "," 38.90498","district_of_columbia_Eating_Drin",,,
"-76.93809 "," 38.98095","Restaurant","Ratsie's",,
"-76.93808 "," 38.98133","Fast Food Restaurant","Jimmy Johns",,
"-76.9377 "," 38.9807","Pub","Cornerstone",,
"-76.93767 "," 38.98116","Fast Food Restaurant","Subway",,
"-76.9349 "," 38.91194","Fast Food Restaurant","Far East Deli",,
"-76.93485 "," 38.96198","Restaurant","Dumm's Pizza",,
"-76.92115 "," 38.97809","Restaurant","94th Aero Squadron",,
"-76.86989 "," 38.95569","Restaurant","King Pollo",,
"-76.86974 "," 38.95797","Cafe","Starbucks",,
"-76.84684 "," 38.90498","Restaurant","PIzzeria Uno's",,
"-76.82837 "," 38.95484","Fast Food Restaurant","Chipotle",,
"-76.82793 "," 38.95515","Fast Food Restaurant","Quiznos",,
"-76.8146 "," 38.92877","Cafe","Club House",,
"-76.8146 "," 39.08237","district_of_columbia_Eating_Drin",,,
"-76.99129 "," 38.98143","district_of_columbia_Eating_Drin",,,
"-76.98858 "," 39.04136","Restaurant","Bombay Indian",,
"-76.9884 "," 39.04145","Restaurant","Hunan Manor Chinese",,
"-76.9879 "," 39.04219","Fast Food Restaurant","Pizza",,
"-76.97674 "," 39.02197","Restaurant","Urban BBQ",,
"-76.97657 "," 39.0217","Cafe","Starbucks",,
"-76.9763 "," 39.02218","Fast Food Restaurant","Quiznos",,
"-76.97616 "," 39.02212","Fast Food Restaurant","Dominos",,
"-76.97043 "," 39.00438","Pub","The Golden Bull",,
"-76.96927 "," 39.00459","Fast Food Restaurant","Popeye's",,
"-76.96586 "," 39.05697","Restaurant","Jerry's Subs & Pizza",,
"-76.96577 "," 39.05688","Restaurant","Five Guys",,
"-76.95472 "," 38.99116","Cafe","club house",,
"-76.95424 "," 39.05353","Fast Food Restaurant","McDonald's",,
"-76.93808 "," 38.98177","Restaurant","Potbelly",,
"-76.8146 "," 39.08161","district_of_columbia_Eating_Drin",,,
"-76.93807 "," 38.98143","district_of_columbia_Eating_Drin",,,
"-76.93806 "," 38.98155","Cafe","Ten Ren's Tea Time",,
"-76.93755 "," 38.98153","Fast Food Restaurant","5 guys",,
"-76.93753 "," 38.98184","Fast Food Restaurant","California Tortilla",,
"-76.93753 "," 38.98194","Fast Food Restaurant","Bagel Place",,
"-76.93283 "," 38.99217","Fast Food Restaurant","McDonald's",,
"-76.93274 "," 38.9945","Fast Food Restaurant","Taco Bell",,
"-76.93265 "," 38.99099","Restaurant","The Jerk Pit",,
"-76.93243 "," 38.99512","Fast Food Restaurant","Burger King",,
"-76.93173 "," 38.99492","Restaurant","Seven Seas Restaurant",,
"-76.93091 "," 38.99985","Fast Food Restaurant","Pizza Hut",,
"-76.92836 "," 39.01402","Restaurant","IHOP",,
"-76.92721 "," 39.01405","Fast Food Restaurant","Dunkin Donuts / Baskin Robbins",,
"-76.92646 "," 39.0208","Restaurant","Moose Creek Steakhouse",,
"-76.86751 "," 39.03744","district_of_columbia_Sp",,,
"-77.16469 "," 38.77428","district_of_columbia_Sp",,,
"-77.06262 "," 38.8818","district_of_columbia_Sp",,,
"-77.16469 "," 38.77428","district_of_columbia_Sp",,,
"-77.14219 "," 38.81095","Sports Center","Stevenson Square Recreation Center",,
"-77.09967 "," 38.81826","Baseball",,,
"-77.10075 "," 38.82006","Baseball",,,
"-77.16469 "," 38.84178","Sports Center","Barcroft Recreation Center",,
"-77.08358 "," 38.84983","Sports Center","YMCA Veterans",,
"-77.14376 "," 38.87165","Baseball","Batting Cages",,
"-77.14376 "," 38.87165","Sports Center","Batting Cages",,
"-77.13268 "," 38.87187","Baseball",,,
"-77.13391 "," 38.87226","Baseball",,,
"-77.06262 "," 38.8825","district_of_columbia_Sp",,,
"-77.16469 "," 38.87275","district_of_columbia_Sp",,,
"-77.14317 "," 38.87275","Sports Center","Bocce Ball & Shuffleboard",,
"-77.11441 "," 38.87345","Sports Center","Lubber Run Recreation Center",,
"-77.1332 "," 38.87527","Pitch","Bluemont Tennis Courts",,
"-77.1332 "," 38.87527","Tennis","Bluemont Tennis Courts",,
"-77.13613 "," 38.87975","Football",,,
"-77.13558 "," 38.88048","Baseball",,,
"-77.1393 "," 38.88198","Pitch",,,
"-77.1393 "," 38.88198","Tennis",,,
"-77.13932 "," 38.88213","Football",,,
"-77.13932 "," 38.88213","Pitch",,,
"-77.06262 "," 39.03829","district_of_columbia_Sp",,,
"-77.16469 "," 38.88221","district_of_columbia_Sp",,,
"-77.1503 "," 38.88221","Pitch",,,
"-77.14997 "," 38.88263","Baseball",,,
"-77.10593 "," 38.88459","Basketball",,,
"-77.10593 "," 38.88459","Pitch",,,
"-77.14104 "," 38.88728","Basketball",,,
"-77.14104 "," 38.88728","Pitch",,,
"-77.14039 "," 38.88729","Baseball",,,
"-77.14039 "," 38.88729","Pitch",,,
"-77.10219 "," 38.88733","Sports Center","YMCA",,
"-77.08794 "," 38.88751","Basketball",,,
"-77.06262 "," 39.03855","district_of_columbia_Sp",,,
"-77.16469 "," 38.88757","district_of_columbia_Sp",,,
"-77.14117 "," 38.88757","Pitch",,,
"-77.1433 "," 38.89428","Sports Center","Robert E Lee Recreation Center",,
"-77.06543 "," 38.90437","Sports Center","Down Dog Yoga",,
"-77.07777 "," 38.9075","Sports Center","McDonough Gymnasium",,
"-77.09027 "," 38.91667","Sports Center","Lloyd Gymnasium",,
"-77.15381 "," 38.94434","Tennis","Dunaway Racquet Club",,
"-77.08508 "," 38.96018","Sports Center","Washington Sports Club",,
"-77.08687 "," 38.96191","Sports Center","Millennium Medi Spa",,
"-77.10034 "," 38.97373","Swimming",,,
"-77.09643 "," 38.98227","Sports Center","Equinox",,
"-76.86751 "," 39.03859","district_of_columbia_Sp",,,
"-77.06262 "," 38.77428","district_of_columbia_Sp",,,
"-77.02413 "," 38.92276","district_of_columbia_Sp",,,
"-77.06262 "," 38.77428","district_of_columbia_Sp",,,
"-77.05216 "," 38.80766","Basketball",,,
"-77.04921 "," 38.90496","Sports Center","Sports Club/LA",,
"-77.04463 "," 38.90181","Sports Center","Washington Sports Club",,
"-77.04315 "," 38.90333","Sports Center","Fitness First",,
"-77.03969 "," 38.91511","Sports Center","Anthony Bowen Branch YMCA",,
"-77.03221 "," 38.89862","Sports Center","Dahn Yoga",,
"-77.0313 "," 38.90599","Swimming",,,
"-77.03127 "," 38.89754","Sports Center","Washington Sports Club",,
"-77.031 "," 38.91951","Sports Center","YMCA",,
"-77.02787 "," 38.89928","Sports Center","Fit Club",,
"-76.86751 "," 38.92232","district_of_columbia_Sp",,,
"-77.02413 "," 38.77428","district_of_columbia_Sp",,,
"-77.02329 "," 38.90132","Sports Center","Vida Fitness",,
"-77.0217 "," 38.89961","Sports Center","Washington Sports Club",,
"-77.02157 "," 38.8995","Sports Center","Washington Sports Club",,
"-77.02078 "," 38.89919","10-pin Bowling","Lucky Strike",,
"-77.00274 "," 38.90483","Stadium","Washington Coliseum",,
"-77.00274 "," 38.90511","Stadium","Uline Arena",,
"-76.99268 "," 38.90571","Sports Center","Field House",,
"-76.9633 "," 38.86983","Sports Center","Randle Highlands Recreation Center",,
"-76.88225 "," 38.78737","Golf course","South 1st",,
"-76.86751 "," 38.91162","Sports Center","Prince George's Sports & Learning Complex",,
"-76.86751 "," 39.03962","district_of_columbia_Sp",,,
"-77.06262 "," 38.92431","district_of_columbia_Sp",,,
"-77.05152 "," 38.92431","Sports Center","Woodley Park Yoga",,
"-77.03997 "," 38.93483","Sports Center","Bancroft Recreation Center",,
"-77.03802 "," 38.95483","Sports Center","Brightwood Recreation Center",,
"-77.03542 "," 38.92894","Sports Center",,,
"-77.03504 "," 38.92894","Sports Center",,,
"-77.033 "," 39.00003","Basketball",,,
"-77.033 "," 39.00003","Pitch",,,
"-77.03275 "," 38.99921","Tennis","Woodside Park",,
"-77.0308 "," 38.95233","Sports Center","Hamilton Recreation Center",,
"-77.02996 "," 39.03953","Swimming",,,
"-76.86751 "," 39.03953","district_of_columbia_Sp",,,
"-77.02983 "," 38.92431","district_of_columbia_Sp",,,
"-77.02983 "," 39.0123","Soccer",,,
"-77.02358 "," 38.94122","Sports Center","Petworth Recreation Center",,
"-77.02249 "," 38.92639","Sports Center","John Burr Gymnasium",,
"-76.99802 "," 38.93789","Sports Center","Student Health & Fitness Center",,
"-76.97819 "," 38.9454","Sports Center","Calomiris YMCA Program Center",,
"-76.94666 "," 38.99333","Swimming","Outdoor Aquatic Center",,
"-76.94536 "," 38.99366","Sports Center","Eppley Recreation Center",,
"-76.94527 "," 38.99361","Sports Center","Campus Recreation Center",,
"-76.93638 "," 38.985","Stadium","Ritchie Coliseum",,
"-76.93048 "," 39.00034","10-pin Bowling",,,
"-76.8558 "," 39.08864","district_of_columbia_Health_",,,
"-77.18003 "," 38.7286","district_of_columbia_Health_",,,
0.01484,"-77.0485 "," ""district_of_columbia_Health_""",,,
"-77.0485 "," 38.88877","district_of_columbia_Health_",,,
"-77.18003 "," 38.7286","district_of_columbia_Health_",,,
"-77.05525 "," 38.7965","Veterinary","Alexandria Animal Shelter",,
"-77.11266 "," 38.81259","Pharmacy",,,
"-77.12112 "," 38.81265","Pharmacy",,,
"-77.05459 "," 38.82061","Pharmacy","CVS",,
"-77.10608 "," 38.82234","Hospital","Inova Alexandria Hospital",,
"-77.07552 "," 38.82678","Hospital","Circle Terrace Hospital",,
"-77.10775 "," 38.84067","Hospital","Jefferson Memorial Hospital",,
"-77.12608 "," 38.86011","Hospital","Northern Virginia Community Hospital",,
"-77.12886 "," 38.86011","Hospital","Manor Care Nursing Home",,
"-77.08647 "," 38.86197","Pharmacy","Rite Aid",,
"-77.09171 "," 38.8621","Hospital","Simplicity Urgent Care",,
"-77.06314 "," 38.8622","Pharmacy","Rite-Aid",,
"-77.08525 "," 38.86322","Pharmacy","CVS",,
"-77.14173 "," 38.86801","Pharmacy","Target Pharmacy",,
"-77.17025 "," 38.86976","Hospital","Hospice of Northern Virginia",,
"-77.15858 "," 38.87011","Hospital","Dominion Hospital",,
"-77.11009 "," 38.87958","Pharmacy","CVS Pharmacy",,
"-77.17225 "," 38.88325","Pharmacy","CVS",,
"-77.0485 "," 38.91141","district_of_columbia_Health_",,,
"-77.18003 "," 38.88686","district_of_columbia_Health_",,,
"-77.17726 "," 38.88691","Pharmacy","Broad Street Pharmacy",,
"-77.12719 "," 38.88845","Hospital","Virginia Hospital Center",,
"-77.09191 "," 38.88932","Pharmacy","Walgreens",,
"-77.08537 "," 38.89105","Pharmacy","CVS",,
"-77.10584 "," 38.89396","Hospital","Cherrydale School",,
"-77.09811 "," 38.89557","Pharmacy","Walgreens",,
"-77.07172 "," 38.89561","Pharmacy","Rite Aid",,
"-77.13801 "," 38.89587","Pharmacy","CVS pharmacy",,
"-77.09696 "," 38.89645","Pharmacy","CVS",,
"-77.13114 "," 38.89666","Pharmacy","Preston's Pharmacy",,
"-77.12261 "," 38.89751","Pharmacy","Rite Aid Pharmacy #3854",,
"-77.15614 "," 38.90014","Pharmacy","CVS Pharmacy",,
"-77.04972 "," 38.9048","Pharmacy","CVS",,
"-77.05875 "," 38.905","Veterinary","Georgetown Veterinary Hospital",,
"-77.05766 "," 38.9054","Pharmacy","CVS",,
"-77.16441 "," 38.90622","Hospital","Powhatan Nursing Home",,
"-77.08441 "," 38.90817","Hospital","Riverside Hospital",,
"-77.06371 "," 38.90861","Pharmacy","CVS",,
"-76.8558 "," 38.91117","district_of_columbia_Health_",,,
"-77.0485 "," 38.7286","district_of_columbia_Health_",,,
"-77.04642 "," 38.90019","Pharmacy","CVS",,
"-77.04512 "," 38.90549","Pharmacy","CVS",,
"-77.0446 "," 38.90222","Pharmacy","CVS",,
"-77.04374 "," 38.90052","Pharmacy","CVS",,
"-77.0432 "," 38.90831","Pharmacy","CVS",,
"-77.04107 "," 38.89902","Pharmacy","GNC",,
"-77.04058 "," 38.89812","Pharmacy","CVS",,
"-77.03489 "," 38.90216","Pharmacy","CVS",,
"-77.03228 "," 38.90446","Pharmacy","CVS",,
"-77.03166 "," 38.89892","Pharmacy","CVS",,
"-77.02929 "," 38.89565","Pharmacy","CVS",,
"-77.02571 "," 38.90463","Pharmacy","CVS",,
"-77.02273 "," 38.89594","Pharmacy","CVS",,
"-77.01679 "," 38.89997","Pharmacy","CVS",,
"-77.01596 "," 38.87194","Pharmacy",,,
"-77.00859 "," 38.9034","Hospital","Kaiser Permanente-North Capitol Medical Center",,
"-77.00619 "," 38.90577","Pharmacy","CVS Phamacy",,
"-77.00379 "," 38.87678","Pharmacy","CVS",,
"-76.8558 "," 38.91006","district_of_columbia_Health_",,,
"-77.00024 "," 38.7286","district_of_columbia_Health_",,,
"-76.99517 "," 38.89005","Pharmacy",,,
"-76.99454 "," 38.89999","Pharmacy","Rite-Aid",,
"-76.99323 "," 38.7286","Hospital","Fort Washington Hospital",,
"-76.99274 "," 38.88317","Hospital","Old Naval Hospital",,
"-76.99192 "," 38.9","Pharmacy","Super Pharmacy & Medical Equipment",,
"-76.98989 "," 38.88244","Pharmacy","CVS",,
"-76.98659 "," 38.8645","Hospital","Anacostia Community Health Center",,
"-76.98461 "," 38.83638","Hospital","Greater Southeast Community Hospital",,
"-76.98379 "," 38.8372","Hospital","Health Care Institute",,
"-76.98209 "," 38.9013","Pharmacy",,,
"-76.98119 "," 38.8662","Hospital","Good Hope Health Center",,
"-76.97576 "," 38.88538","Hospital","District of Columbia General Hospital",,
"-76.97358 "," 38.88511","Hospital","Marine Hospital (historical)",,
"-76.96929 "," 38.8607","Hospital","Childrens Health Center at Good Hope Road",,
"-76.96831 "," 38.86191","Pharmacy","CVS",,
"-76.95929 "," 38.86956","Pharmacy","CVS",,
"-76.94329 "," 38.9007","Hospital","Hunt Place Community Health Center",,
"-76.89639 "," 38.80772","Hospital","Malcolm Grow Medical Center",,
"-76.8558 "," 39.08932","district_of_columbia_Health_",,,
"-77.18003 "," 38.90945","district_of_columbia_Health_",,,
0.00669,"-77.03039 "," ""district_of_columbia_Health_""",,,
38.96473,"-77.18003 "," ""district_of_columbia_Health_""",,,
"-77.04439 "," 38.90945","Pharmacy","CVS",,
"-77.04594 "," 38.90946","Veterinary","Dupont Veterinary Clinic",,
"-77.03828 "," 38.9098","Pharmacy","CVS",,
"-77.04594 "," 38.9149","Pharmacy","Rite-Aid",,
"-77.09553 "," 38.91676","Pharmacy","CVS",,
"-77.03171 "," 38.91892","Pharmacy","CVS",,
"-77.07153 "," 38.91991","Pharmacy","CVS",,
"-77.05222 "," 38.92415","Pharmacy","CVS",,
"-77.03024 "," 38.92594","Hospital","Carver Hospital (historical)",,
"-77.03319 "," 38.9282","Hospital","Buckley Upper Cardoza Health Center",,
"-77.05551 "," 38.92983","Pharmacy","Cathedral Pharmacy",,
"-77.18003 "," 38.93289","Pharmacy","CVS Pharmacy",,
"-77.10929 "," 38.93653","Hospital","Sibley Memorial Hospital",,
"-77.0634 "," 38.9447","Pharmacy","CVS",,
"-77.09582 "," 38.94593","Pharmacy","CVS/Pharmacy",,
"-77.07998 "," 38.94945","Pharmacy",,,
"-77.06964 "," 38.95531","Pharmacy","CVS",,
"-77.08385 "," 38.95637","Pharmacy","Rodmans Discount Drugs",,
"-77.0853 "," 38.96066","Pharmacy","CVS",,
"-77.02985 "," 39.08866","district_of_columbia_Health_",,,
"-77.18003 "," 38.96473","district_of_columbia_Health_",,,
"-77.05559 "," 38.9715","Hospital","Knollwood Hospital For Sick Children Nursing Home",,
"-77.09105 "," 38.97739","Pharmacy","CVS",,
"-77.09854 "," 38.97835","Pharmacy","CVS",,
"-77.0947 "," 38.98905","Pharmacy","cvs",,
"-77.03208 "," 38.99234","Pharmacy","CVS",,
"-77.11033 "," 38.99716","Hospital","Suburban Hospital",,
"-77.04199 "," 39.01077","Pharmacy","CVS",,
"-77.04239 "," 39.01614","Hospital","Forest Glen Medical Center",,
"-77.05663 "," 39.02094","Hospital","Sylvan Manor Health Care Center",,
"-77.12375 "," 39.02396","Pharmacy",,,
"-77.04294 "," 39.02511","Hospital","Central Health Clinic",,
"-77.12525 "," 39.0265","Hospital","Wildwood Medical Center",,
"-77.07402 "," 39.03303","Pharmacy","Kensington Pharmacy",,
"-77.07344 "," 39.03353","Pharmacy","CVS",,
"-77.04982 "," 39.06094","Pharmacy","CVS",,
"-77.07918 "," 39.07904","Pharmacy","CVS",,
"-77.07773 "," 39.08182","Pharmacy","Rite Aid",,
"-77.0533 "," 39.09094","Hospital","Bel-Pre Health Center",,
"-76.8558 "," 39.09094","district_of_columbia_Health_",,,
"-77.02985 "," 38.90945","district_of_columbia_Health_",,,
"-77.02222 "," 38.91584","Pharmacy","CVS",,
"-77.02616 "," 38.91685","Pharmacy","CVS",,
"-77.02985 "," 38.91685","Pharmacy","Rite Aid",,
"-77.02006 "," 38.91727","Hospital","Howard University Hospital",,
"-76.97229 "," 38.9207","Hospital","Woodridge Community Health Center",,
"-76.98135 "," 38.9215","Hospital","Eckington Hospital (historical)",,
"-77.01495 "," 38.92714","Hospital","Children's National Medical Center",,
"-77.01469 "," 38.9273","Hospital","Childrens Health Center at Childrens Hospital",,
"-77.01389 "," 38.9273","Hospital","Childrens National Medical Center - Adolescent Health Center",,
"-76.92608 "," 38.92789","Hospital","Gladys Spellman Specialty Hospital and Nursing Center",,
"-77.01029 "," 38.92926","Hospital","Veterans Affairs Medical Center",,
"-77.01535 "," 38.92938","Hospital","Washington Hospital Center",,
"-76.92171 "," 38.93046","Hospital","Prince George's Hospital Center",,
"-77.01367 "," 38.93056","Hospital","National Rehabilitation Hospital",,
"-77.01719 "," 38.93067","Hospital","Herewood Hospital (historical)",,
"-76.98369 "," 38.9336","Hospital","Washington District of Columbia Free Clinic",,
"-77.00997 "," 38.93594","Hospital","Armed Forces Retirement Home - Washington",,
"-76.98131 "," 38.94131","Hospital","The HSC Pediatric Center",,
"-76.8558 "," 39.08979","district_of_columbia_Health_",,,
"-77.02985 "," 38.94138","district_of_columbia_Health_",,,
"-76.99144 "," 38.94367","Hospital","Providence Hospital",,
"-76.99579 "," 38.9452","Hospital","Carroll Manor Nursing and Rehabilitation Center",,
"-76.97941 "," 38.95261","Hospital","Carroll Manor Nursing Home",,
"-77.02736 "," 38.95373","Pharmacy","CVS",,
"-77.02862 "," 38.95764","Pharmacy","Rite Aid",,
"-76.9408 "," 38.96344","Hospital","Leland Memorial Hospital",,
"-77.02709 "," 38.9669","Hospital","Union Multi-Care Medical Center",,
"-77.02769 "," 38.96944","Pharmacy","CVS",,
"-77.02773 "," 38.97431","Hospital","Walter Reed Army Medical Center",,
"-76.93827 "," 38.9799","Pharmacy",,,
"-77.02625 "," 38.98195","Hospital","Hillcrest Northwest Ambulatory Center",,
"-76.86552 "," 38.98317","Hospital","Doctors Community Hospital",,
"-77.00055 "," 38.98476","Hospital","Adventist Rehabilitation Hospital of Maryland",,
"-77.0014 "," 38.98552","Hospital","Washington Adventist Hospital",,
"-76.98872 "," 38.98785","Pharmacy","Community Clinic",,
"-76.97523 "," 39.02099","Pharmacy","CVS",,
"-77.01471 "," 39.0219","Veterinary","Four Corners Animal Hospital",,
"-76.9733 "," 39.05344","Hospital","Cedarcroft Sanitorium (historical)",,
"-77.12024 "," 38.84738","Bank",,,
"-77.11861 "," 38.85072","Bank",,,
"-77.11264 "," 38.88","Bank","The Business Bank",,
"-77.1126 "," 38.88237","Bank","BB&T",,
"-77.11031 "," 38.88246","Bank","Wachovia",,
"-77.10573 "," 38.89653","Bank","Sun Trust Bank",,
"-77.08597 "," 38.89105","Bank","BB&T",,
"-77.08518 "," 38.89183","Bank","Bank of America",,
"-77.07244 "," 38.89459","Bank","Wachovia Bank",,
"-77.07171 "," 38.89543","Bank","Bank Of America",,
"-77.07059 "," 38.89653","Bank","PNC Bank",,
"-77.07025 "," 38.89486","Bank","Capital One",,
"-77.06413 "," 38.80385","Bank","Chevy Chase Bank",,
"-77.06295 "," 38.90379","Bank","EagleBank",,
"-77.06249 "," 38.90274","Bank","Bank of Georgetown",,
"-77.05587 "," 38.85999","Bank",,,
"-77.05326 "," 38.86035","Bank","Bank of America",,
"-77.0483 "," 38.89413","Bank","Bank of America",,
"-77.05066 "," 38.89652","Bank","Wachovia",,
"-77.05548 "," 38.89964","Bank","PNC Bank",,
"-77.04469 "," 38.90086","Bank","PNC Bank",,
"-77.04514 "," 38.90152","Bank","Bank of America",,
"-77.04324 "," 38.90213","Bank","Chevy Chase Bank",,
"-77.04369 "," 38.90273","Bank","BB&T",,
"-77.044 "," 38.90282","Bank","BB&T",,
"-77.04515 "," 38.90285","Bank","EagleBank",,
"-77.04364 "," 38.90331","Bank","SunTrust Bank",,
"-77.04577 "," 38.90341","Bank","Wachovia",,
"-77.04447 "," 38.9035","Bank","PNC Bank",,
"-77.05975 "," 38.90376","Bank","M&T Bank",,
"-77.04096 "," 38.89562","Bank","SunTrust Bank",,
"-77.03992 "," 38.89863","Bank","Wachovia",,
"-77.03415 "," 38.89909","Bank","PNC Bank",,
"-77.0339 "," 38.89912","Bank","Bank of America",,
"-77.03291 "," 38.89935","Bank","SunTrust Bank",,
"-77.04038 "," 38.89946","Bank","Capitol One",,
"-77.04141 "," 38.89979","Bank","Citibank",,
"-77.03392 "," 38.89992","Bank","Wachovia",,
"-77.03843 "," 38.9004","Bank","J.P. Morgan Trust Company",,
"-77.03976 "," 38.90109","Bank","Bank of America",,
"-77.04307 "," 38.90153","Bank","United Bank",,
"-77.03982 "," 38.90161","Bank","SunTrust Bank",,
"-77.04033 "," 38.90164","Bank","NCB Savings Bank",,
"-77.04035 "," 38.90168","Bank","EagleBank",,
"-77.03328 "," 38.902","Bank","Chevy Chase Bank",,
"-77.03815 "," 38.90206","Bank","Citibank",,
"-77.04139 "," 38.90213","Bank","Cardinal Bank",,
"-77.03821 "," 38.90214","Bank","Washington Federal Savings Bank",,
"-77.04312 "," 38.90227","Bank","E*Trade Financial",,
"-77.04242 "," 38.90286","Bank","Amalgamated Bank",,
"-77.0421 "," 38.90349","Bank","Bank of America",,
"-77.04208 "," 38.90223","Bank","Wachovia",,
"-77.04198 "," 38.90288","Bank","Bank of America",,
"-77.04055 "," 38.90394","Bank","Wachovia",,
"-77.03977 "," 38.90223","Bank","Chevy Chase Bank",,
"-77.03933 "," 38.90331","Bank","WashingtonFirst Bank",,
"-77.03823 "," 38.90223","Bank","M&T Bank Corporation",,
"-77.03794 "," 38.90278","Bank","PNC Bank",,
"-77.0378 "," 38.90219","Bank","Presidential Bank",,
"-77.03513 "," 38.90217","Bank","Wachovia",,
"-77.03511 "," 38.90295","Bank","Adams Bank",,
"-77.03493 "," 38.90219","Bank","WashingtonFirst Bank",,
"-77.03421 "," 38.90393","Bank","PNC Bank",,
"-77.03393 "," 38.90289","Bank","Citibank",,
"-77.03363 "," 38.90348","Bank","Bank of America",,
"-77.03306 "," 38.90291","Bank","EagleBank",,
"-77.00566 "," 38.87668","Bank","SunTrust Bank",,
"-77.00789 "," 38.87679","Bank","Wachovia",,
"-77.00393 "," 38.87695","Bank","Chevy Chase Bank",,
"-77.00285 "," 38.88709","Bank","Wachovia",,
"-77.00326 "," 38.88728","Bank","Bank of America",,
"-77.02055 "," 38.89326","Bank","NCB FSB",,
"-77.02122 "," 38.89375","Bank","PNC Bank",,
"-77.02054 "," 38.89388","Bank","PNC Bank",,
"-77.02216 "," 38.89416","Bank","Capital One Bank",,
"-77.02658 "," 38.89509","Bank","Bank of America",,
"-77.0289 "," 38.89569","Bank","United Bank",,
"-77.00982 "," 38.89582","Bank","Wachovia",,
"-77.02317 "," 38.89596","Bank","Bank of Georgetown",,
"-77.0268 "," 38.89596","Bank","Citibank",,
"-77.02648 "," 38.89598","Bank","Independence Federal Savings Bank",,
"-77.03026 "," 38.89633","Bank","Wachovia",,
"-76.98122 "," 38.84612","Bank","Wachovia",,
"-76.98036 "," 38.84644","Bank","SunTrust Bank",,
"-76.96756 "," 38.85861","Bank","Chevy Chase Bank",,
