om,year,month,day,date,time,timezone,state,st_fips,state_num,fscale,injuries,fatalities,property_loss,crop_loss,start_lat,start_lon,end_lat,end_lon,length,width,ns,sn,sg,cfips1,cfips2,cfips3,cfips4
1022,2010,8,13,8/13/2010,16:40:00,3,MN,27,114,0,0,0,0,0,43.91,-92.65,43.91,-92.65,0.02,25,1,1,1,109,0,0,0
1023,2010,8,16,8/16/2010,13:57:00,3,CO,8,68,0,0,0,0,0,39.63,-104.03,39.63,-104.03,0.1,50,1,1,1,5,0,0,0
1024,2010,8,16,8/16/2010,14:16:00,3,CO,8,69,0,0,0,0,0,39.44,-103.99,39.44,-103.99,0.1,50,1,1,1,39,0,0,0
1025,2010,8,16,8/16/2010,15:54:00,3,CO,8,70,0,0,0,0,0,40.09,-103.59,40.09,-103.59,0.1,50,1,1,1,87,0,0,0
1026,2010,8,16,8/16/2010,16:17:00,3,CO,8,71,1,0,0,0.05,0,40.1608,-103.564,40.1608,-103.564,0.25,100,1,1,1,87,0,0,0
1027,2010,8,19,8/19/2010,17:29:00,3,MI,26,25,1,0,0,0.5,0,42.6633,-82.9779,42.6274,-82.9664,2.55,250,1,1,1,99,0,0,0
1028,2010,8,19,8/19/2010,17:40:00,3,MI,26,26,0,0,0,0.3,0,42.6066,-82.932,42.543,-82.885,5.01,200,1,1,1,99,0,0,0
1029,2010,8,20,8/20/2010,15:20:00,3,WI,55,42,1,0,0,0.1,0,44.2965,-88.078,44.3004,-88.0526,1.28,75,1,1,1,9,0,0,0
1030,2010,8,22,8/22/2010,13:44:00,3,PA,42,14,0,0,0,0.025,0,39.836,-75.385,39.835,-75.379,0.33,80,1,1,1,45,0,0,0
1031,2010,8,30,8/30/2010,13:51:00,3,WY,56,20,1,0,0,0.07,0,43.9766,-107.49,44.0195,-107.42,4.55,30,1,1,1,43,0,0,0
1032,2010,8,30,8/30/2010,17:10:00,3,FL,12,19,0,0,0,0.0005,0,25.0898,-80.4307,25.0898,-80.4307,0.1,15,1,1,1,87,0,0,0
1033,2010,9,1,9/1/2010,15:15:00,3,TX,48,89,0,0,0,0,0,31.9283,-102.422,31.9268,-102.418,0.27,50,1,1,1,135,0,0,0
1034,2010,9,1,9/1/2010,19:40:00,3,SD,46,37,0,0,0,0,0,44.74,-98.63,44.7402,-98.6224,0.37,20,1,1,1,115,0,0,0
1035,2010,9,1,9/1/2010,19:59:00,3,SD,46,38,0,0,0,0,0,44.74,-98.59,44.7397,-98.5836,0.32,20,1,1,1,115,0,0,0
1036,2010,9,7,9/7/2010,13:56:00,3,TX,48,90,0,0,0,0,0,32.6281,-97.4686,32.6281,-97.4686,0.1,10,1,1,1,439,0,0,0
1037,2010,9,7,9/7/2010,14:37:00,3,TX,48,91,0,0,0,0,0,29.5655,-97.15,29.5684,-97.15,0.2,50,1,1,1,285,0,0,0
1038,2010,9,7,9/7/2010,16:09:00,3,AR,5,30,0,0,0,0,0,33.643,-93.537,33.646,-93.537,0.21,40,1,1,1,57,0,0,0
1039,2010,9,8,9/8/2010,3:18:00,3,TX,48,92,0,0,0,0,0,31.3264,-97.4693,31.3264,-97.4693,0.1,50,1,1,1,99,0,0,0
1040,2010,9,8,9/8/2010,13:05:00,3,OK,40,99,1,1,0,0,0,33.86,-96.5,33.86,-96.5,0.1,25,1,1,1,13,0,0,0
1041,2010,9,8,9/8/2010,16:20:00,3,TX,48,93,0,0,0,0.1,0,33.802,-95.3533,33.8033,-95.3198,1.92,200,1,1,1,277,0,0,0
1042,2010,9,8,9/8/2010,16:36:00,3,TX,48,94,1,0,0,0.2,0,32.5393,-96.6333,32.6619,-96.5455,9.89,704,1,1,1,139,113,0,0
1043,2010,9,8,9/8/2010,16:55:00,3,TX,48,95,0,0,0,0,0,31.4354,-96.9191,31.4428,-96.9131,0.62,115,1,1,1,145,0,0,0
1044,2010,9,8,9/8/2010,17:10:00,3,TX,48,96,2,1,0,0.75,0,32.7744,-96.879,32.8131,-96.8737,2.69,516,1,1,1,113,0,0,0
1045,2010,9,8,9/8/2010,17:20:00,3,TX,48,97,0,0,0,0.05,0,32.8408,-96.4898,32.8501,-96.4928,0.67,108,1,1,1,397,0,0,0
1046,2010,9,8,9/8/2010,18:00:00,3,OK,40,100,0,0,0,0.02,0,34.2209,-97.3095,34.2209,-97.3095,0.1,25,1,1,1,19,0,0,0
1047,2010,9,8,9/8/2010,18:30:00,3,TX,48,98,0,0,0,0,0,33.68,-97.23,33.68,-97.23,0.01,50,1,1,1,97,0,0,0
1048,2010,9,8,9/8/2010,19:15:00,3,OK,40,101,0,0,0,0,0,33.8532,-97.12,33.8532,-97.12,0.1,10,1,1,1,85,0,0,0
1049,2010,9,9,9/9/2010,16:00:00,3,ND,38,59,0,0,0,0.03,0,46.479,-103.876,46.4885,-103.866,0.82,40,1,1,1,87,0,0,0
1050,2010,9,9,9/9/2010,16:20:00,3,MT,30,10,0,0,0,0,0,46.27,-109.96,46.27,-109.96,0.25,10,1,1,1,107,0,0,0
1051,2010,9,13,9/13/2010,15:04:00,3,NE,31,37,0,0,0,0,0,40.06,-97.26,40.0591,-97.256,0.22,50,1,1,1,95,0,0,0
1052,2010,9,14,9/14/2010,20:05:00,3,KS,20,77,0,0,0,0,0,39.47,-101.86,39.452,-101.819,2.53,50,1,1,1,181,0,0,0
1053,2010,9,14,9/14/2010,21:35:00,3,KS,20,78,0,0,0,0,0,39.2228,-101.298,39.217,-101.283,0.92,20,1,1,1,193,0,0,0
1054,2010,9,14,9/14/2010,21:55:00,3,KS,20,79,0,0,0,0,0,39.1493,-101.168,39.1475,-101.156,0.65,10,1,1,1,193,0,0,0
1055,2010,9,15,9/15/2010,9:49:00,3,TX,48,99,0,0,0,0,0,28.2358,-97.3205,28.2358,-97.3205,0.01,10,1,1,1,391,0,0,0
1056,2010,9,15,9/15/2010,17:28:00,3,KS,20,80,0,0,0,0,0,37.5721,-97.3964,37.5675,-97.3921,0.4,75,1,1,1,173,0,0,0
1057,2010,9,15,9/15/2010,17:34:00,3,KS,20,81,0,0,0,0,0,37.5329,-97.3928,37.53,-97.3813,0.66,75,1,1,1,173,0,0,0
1058,2010,9,15,9/15/2010,17:52:00,3,KS,20,82,0,0,0,0,0,37.4816,-97.2163,37.48,-97.2096,0.38,75,1,1,1,173,0,0,0
1059,2010,9,15,9/15/2010,18:02:00,3,KS,20,83,0,0,0,0,0,37.656,-96.2452,37.6544,-96.2375,0.44,75,1,1,1,73,0,0,0
1060,2010,9,15,9/15/2010,18:17:00,3,KS,20,84,0,0,0,0,0,37.6387,-96.22,37.6379,-96.2087,0.62,75,1,1,1,73,0,0,0
1061,2010,9,15,9/15/2010,18:47:00,3,KS,20,85,0,0,0,0,0,37.38,-96.97,37.3781,-96.9626,0.43,75,1,1,1,35,0,0,0
1062,2010,9,15,9/15/2010,18:50:00,3,KS,20,86,0,0,0,0,0,37.3677,-96.9307,37.361,-96.9169,0.88,75,1,1,1,35,0,0,0
1063,2010,9,15,9/15/2010,19:00:00,3,KS,20,87,0,0,0,0,0,37.3,-96.87,37.2989,-96.8623,0.43,75,1,1,1,35,0,0,0
1064,2010,9,15,9/15/2010,21:50:00,3,MO,29,40,0,0,0,0,0,37.0349,-93.3719,37.0382,-93.3653,0.43,100,1,1,1,43,0,0,0
1065,2010,9,16,9/16/2010,14:38:00,3,OH,39,18,0,0,0,0.003,0,40.179,-82.8925,40.1791,-82.8901,0.12,100,1,1,1,41,0,0,0
1066,2010,9,16,9/16/2010,15:26:00,3,OH,39,19,2,0,0,35,0,40.7733,-81.9628,40.7971,-81.7458,11.47,150,1,1,1,169,0,0,0
1067,2010,9,16,9/16/2010,15:33:00,3,NY,36,11,0,0,0,0,0,40.67,-73.99,40.69,-73.96,2.09,75,1,1,1,47,0,0,0
1068,2010,9,16,9/16/2010,15:42:00,3,NY,36,12,1,1,1,0,0,40.74,-73.84,40.8,-73.76,4,100,1,1,1,81,0,0,0
1069,2010,9,16,9/16/2010,15:52:00,3,OH,39,20,0,0,0,0.01,0,39.764,-82.473,39.761,-82.404,3.67,150,1,1,1,45,0,0,0
1070,2010,9,16,9/16/2010,15:56:00,3,OH,39,21,1,0,0,0.09,0.004,39.5645,-82.8285,39.5551,-82.7765,2.85,200,1,1,1,45,129,0,0
1071,2010,9,16,9/16/2010,16:00:00,3,OH,39,22,2,1,0,0.5,0,39.7594,-82.4025,39.7517,-82.2713,6.99,800,1,1,1,127,0,0,0
1072,2010,9,16,9/16/2010,16:00:00,3,OH,39,23,1,0,0,0.5,0,40.4781,-81.755,40.4781,-81.6954,3.13,75,1,1,1,75,0,0,0
1073,2010,9,16,9/16/2010,16:05:00,3,NJ,34,1,1,0,0,0.025,0,40.06,-74.49,40.07,-74.45,2.23,250,1,1,1,29,0,0,0
1074,2010,9,16,9/16/2010,16:09:00,3,OH,39,24,1,0,0,0.016,0,39.5397,-82.6933,39.5398,-82.6751,0.97,150,1,1,1,73,0,0,0
1075,2010,9,16,9/16/2010,16:20:00,3,OH,39,25,1,0,0,0.075,0,40.49,-81.53,40.5,-81.44,5,100,1,1,1,157,0,0,0
1076,2010,9,16,9/16/2010,16:21:00,3,OH,39,26,1,0,0,0.31,0,39.7156,-82.1582,39.7303,-82.0613,4.73,300,1,1,1,127,115,0,0
1077,2010,9,16,9/16/2010,16:54:00,3,OH,39,27,2,7,0,0.75,0,39.4067,-82.2509,39.3956,-82.1908,3.3,300,1,1,1,9,0,0,0
1078,2010,9,16,9/16/2010,18:00:00,3,OH,39,28,3,6,0,1.5,0,39.1571,-81.7897,39.1443,-81.7456,2.52,250,2,1,2,105,0,0,0
1078,2010,9,16,9/16/2010,18:05:00,3,WV,54,1,3,10,1,1,0,39.1405,-81.7397,39.1108,-81.624,6.53,500,2,1,2,107,0,0,0
1079,2010,9,16,9/16/2010,18:25:00,3,WV,54,2,1,0,0,0.075,0,39.0184,-81.3504,39.0119,-81.3406,0.69,175,1,1,1,105,0,0,0
1080,2010,9,21,9/21/2010,15:00:00,3,WI,55,43,0,0,0,0.001,0,42.562,-89.011,42.5632,-89.003,0.42,30,1,1,1,105,0,0,0
1081,2010,9,22,9/22/2010,14:58:00,3,OH,39,29,0,0,0,0,0,39.98,-82.85,39.9801,-82.8489,0.06,50,1,1,1,49,0,0,0
1082,2010,9,25,9/25/2010,15:49:00,3,KS,20,88,0,0,0,0,0,37.11,-99.27,37.107,-99.262,0.49,50,1,1,1,33,0,0,0
1083,2010,9,27,9/27/2010,12:40:00,3,VA,51,2,0,1,0,0.02,0,37.39,-75.92,37.3937,-75.9133,0.45,30,1,1,1,131,0,0,0
1084,2010,9,27,9/27/2010,13:00:00,3,PA,42,15,0,0,0,0.025,0,39.78,-75.88,39.8,-75.88,1.38,100,1,1,1,29,0,0,0
1085,2010,9,27,9/27/2010,13:10:00,3,PA,42,16,0,1,0,0.015,0,39.9831,-76.0712,40.0088,-76.08,1.84,30,1,1,1,71,0,0,0
1086,2010,9,27,9/27/2010,16:34:00,3,GA,13,6,0,0,0,0.015,0,32.6401,-83.03,32.6406,-83.0283,0.1,50,1,1,1,175,0,0,0
1087,2010,9,27,9/27/2010,21:13:00,3,NC,37,11,1,0,0,0.4,0,35.647,-81.787,35.68,-81.765,2.59,75,1,1,1,23,0,0,0
1088,2010,9,29,9/29/2010,20:15:00,3,NC,37,12,0,0,0,0,0,35.8525,-76.7518,35.8546,-76.7524,0.15,20,1,1,1,187,0,0,0
1089,2010,9,30,9/30/2010,7:46:00,3,MD,24,2,0,0,0,0.015,0,39.1,-76.45,39.1134,-76.4492,0.93,200,1,1,1,3,0,0,0
1090,2010,10,6,10/6/2010,2:58:00,3,AZ,4,3,1,0,0,0,0,34.483,-111.29,34.675,-111.208,14.06,400,1,1,1,5,0,0,0
1091,2010,10,6,10/6/2010,5:53:00,3,AZ,4,4,2,7,0,1,0,34.9863,-111.871,35.4738,-111.772,34.14,400,1,1,1,5,0,0,0
1092,2010,10,6,10/6/2010,6:54:00,3,AZ,4,5,2,0,0,0.4,0,34.9976,-111.877,35.4866,-111.779,32.02,800,1,1,1,5,0,0,0
1093,2010,10,6,10/6/2010,7:50:00,3,AZ,4,6,2,0,0,0,0,34.9824,-111.927,35.2455,-111.861,18.55,500,1,1,1,5,0,0,0
1094,2010,10,6,10/6/2010,10:10:00,3,AZ,4,7,2,0,0,0,0,34.981,-111.876,35.0205,-111.867,2.77,200,1,1,1,5,0,0,0
1095,2010,10,6,10/6/2010,11:30:00,3,AZ,4,8,0,0,0,0,0,34.1358,-112.055,34.2215,-111.982,7.26,50,1,1,1,25,0,0,0
1096,2010,10,6,10/6/2010,13:05:00,3,AZ,4,9,3,0,0,0.2,0,35.9342,-111.001,35.9342,-111.001,0.01,1100,1,1,1,5,0,0,0
1097,2010,10,6,10/6/2010,13:05:00,3,AZ,4,10,0,0,0,0,0,34.9404,-111.665,35.1735,-111.566,17.05,200,1,1,1,5,0,0,0
1098,2010,10,6,10/6/2010,14:00:00,3,UT,49,2,0,0,0,0,0,38.28,-110.28,38.2854,-110.258,1.24,10,1,1,1,55,0,0,0
1099,2010,10,7,10/7/2010,17:20:00,3,ID,16,1,0,0,0,0.025,0,46.13,-116.42,46.13,-116.42,1,5,1,1,1,49,0,0,0
1100,2010,10,7,10/7/2010,17:41:00,3,ID,16,2,0,0,0,0,0,46.1896,-116.36,46.185,-116.365,0.39,30,1,1,1,61,0,0,0
1101,2010,10,18,10/18/2010,17:43:00,3,AZ,4,11,0,0,0,0.01,0,35.2023,-113.974,35.1859,-113.982,1.23,25,1,1,1,15,0,0,0
1102,2010,10,21,10/21/2010,16:48:00,3,TX,48,100,0,0,0,0,0,31.2061,-101.967,31.2077,-101.954,0.78,75,1,1,1,461,0,0,0
1103,2010,10,21,10/21/2010,17:34:00,3,AZ,4,12,0,0,0,0,0,36.15,-109.85,36.1593,-109.841,0.81,20,1,1,1,1,0,0,0
1104,2010,10,21,10/21/2010,17:47:00,3,NM,35,10,0,0,0,0,0,33.6199,-104.639,33.6471,-104.602,2.86,200,1,1,1,5,0,0,0
1105,2010,10,21,10/21/2010,18:03:00,3,NM,35,11,0,0,0,0,0,33.6624,-104.576,33.6687,-104.57,0.56,50,1,1,1,5,0,0,0
1106,2010,10,23,10/23/2010,11:55:00,3,TX,48,101,0,0,0,0.015,0,32.8035,-97.2013,32.8035,-97.2013,0.01,50,1,1,1,439,0,0,0
1107,2010,10,24,10/24/2010,14:30:00,3,TX,48,102,0,0,0,0,0,33.086,-94.691,33.092,-94.641,2.98,75,1,1,1,343,67,0,0
1108,2010,10,24,10/24/2010,15:58:00,3,AR,5,31,0,0,0,0.01,0,34.6958,-92.4557,34.7008,-92.4437,0.76,50,1,1,1,119,0,0,0
1109,2010,10,24,10/24/2010,16:43:00,3,TX,48,103,2,4,0,1,0,32.1949,-96.5548,32.2472,-96.4621,6.51,480,1,1,1,349,0,0,0
1110,2010,10,24,10/24/2010,17:00:00,3,TX,48,104,0,0,0,0.5,0,32.936,-95.9823,32.9378,-95.9791,0.22,50,1,1,1,231,0,0,0
1111,2010,10,24,10/24/2010,17:15:00,3,TX,48,105,0,0,0,0,0,33.222,-95.2278,33.2232,-95.2234,0.21,50,1,1,1,159,0,0,0
1112,2010,10,24,10/24/2010,17:47:00,3,TX,48,106,0,0,0,0.001,0,33.1873,-94.8151,33.1949,-94.8077,0.86,75,1,1,1,449,343,0,0
1113,2010,10,24,10/24/2010,17:54:00,3,TX,48,107,0,0,0,0,0,32.7402,-95.5606,32.7255,-95.5375,1.69,75,1,1,1,499,0,0,0
1114,2010,10,24,10/24/2010,18:20:00,3,OR,41,1,0,0,0,0,0,42.6711,-124.468,42.6749,-124.456,1,50,1,1,1,15,0,0,0
1115,2010,10,24,10/24/2010,20:10:00,3,AL,1,20,1,0,0,0.045,0,30.526,-87.5688,30.5497,-87.5603,1.71,100,1,1,1,3,0,0,0
1116,2010,10,24,10/24/2010,20:50:00,3,MI,26,27,0,0,0,0,0,42.1956,-86.3411,42.1967,-86.3408,0.08,35,1,1,1,21,0,0,0
1117,2010,10,24,10/24/2010,23:40:00,3,TN,47,25,1,0,0,0.1,0,35.286,-86.3304,35.2975,-86.3155,1.15,200,1,1,1,127,0,0,0
1118,2010,10,25,10/25/2010,1:05:00,3,AL,1,21,1,0,0,0.1,0,34.1786,-87.6088,34.2318,-87.4076,12.07,600,1,1,1,133,0,0,0
1119,2010,10,25,10/25/2010,2:23:00,3,AL,1,22,0,0,0,0.035,0,34.3477,-86.4988,34.3514,-86.4831,0.93,100,1,1,1,95,0,0,0
1120,2010,10,25,10/25/2010,2:52:00,3,AL,1,23,0,0,0,0.05,0,34.583,-85.958,34.5944,-85.9223,2.17,100,1,1,1,71,0,0,0
1121,2010,10,25,10/25/2010,3:02:00,3,AL,1,24,2,0,0,0.65,0,34.624,-85.8542,34.7436,-85.5602,15.98,300,2,1,2,71,49,0,0
1121,2010,10,25,10/25/2010,3:20:00,3,GA,13,7,1,0,0,0.25,0,34.7436,-85.5602,34.75,-85.4848,4.3,150,2,1,2,83,0,0,0
1122,2010,10,25,10/25/2010,3:05:00,3,AL,1,25,1,0,0,0.15,0,34.6854,-85.7816,34.7586,-85.6386,15.68,150,1,1,1,71,49,0,0
1123,2010,10,25,10/25/2010,3:52:00,3,GA,13,8,0,0,0,0.04,0,34.9458,-85.0404,34.9464,-85.0374,0.17,75,1,1,1,47,0,0,0
1124,2010,10,25,10/25/2010,4:00:00,3,TN,47,26,0,0,0,0.05,0,35.12,-85.15,35.12,-85.15,0.1,40,1,1,1,65,0,0,0
1125,2010,10,25,10/25/2010,4:17:00,3,AL,1,26,1,0,0,0,0,30.6706,-88.1535,30.6717,-88.1333,1.2,150,1,1,1,97,0,0,0
1126,2010,10,25,10/25/2010,19:15:00,3,WA,53,2,0,0,0,0.001,0,46.48,-122.74,46.48,-122.74,0.01,5,1,1,1,41,0,0,0
1127,2010,10,26,10/26/2010,4:41:00,3,IL,17,41,1,0,0,0.1,0,41.8319,-89.1685,41.8471,-89.1621,1.1,50,1,1,1,103,0,0,0
1128,2010,10,26,10/26/2010,5:55:00,3,IL,17,42,1,0,0,0.1,0,41.9126,-88.5181,41.9241,-88.5088,0.93,20,1,1,1,89,0,0,0
1129,2010,10,26,10/26/2010,6:23:00,3,IL,17,43,0,0,0,0.004,0,38.4245,-87.8266,38.4372,-87.8055,1.44,50,1,1,1,185,0,0,0
1130,2010,10,26,10/26/2010,6:29:00,3,IL,17,44,1,0,0,0.008,0,38.5073,-87.7046,38.515,-87.6786,1.5,75,1,1,1,185,0,0,0
1131,2010,10,26,10/26/2010,6:40:00,3,IL,17,45,2,2,0,0.5,0,41.309,-87.7393,41.3403,-87.7231,2.32,200,1,1,1,197,0,0,0
1132,2010,10,26,10/26/2010,6:47:00,3,WI,55,44,1,0,0,0.1,0,42.6638,-87.8996,42.669,-87.8952,0.43,100,1,1,1,59,0,0,0
1133,2010,10,26,10/26/2010,6:48:00,3,WI,55,45,1,2,0,1,0,42.669,-87.8952,42.7285,-87.826,5.4,100,1,1,1,101,0,0,0
1134,2010,10,26,10/26/2010,7:33:00,3,IN,18,15,0,0,0,0.05,0,41.3329,-86.9716,41.3342,-86.9703,0.11,30,1,1,1,127,0,0,0
1135,2010,10,26,10/26/2010,7:42:00,3,IN,18,16,1,0,0,0.5,0,41.4285,-86.8948,41.4466,-86.8673,1.89,150,1,1,1,91,0,0,0
1136,2010,10,26,10/26/2010,7:50:00,3,IN,18,17,0,0,0,0.08,0,40.4856,-86.0733,40.491,-86.0686,0.45,50,1,1,1,67,0,0,0
1137,2010,10,26,10/26/2010,8:18:00,3,IN,18,18,0,0,0,0,0,40.8151,-85.8404,40.8691,-85.7566,5.76,100,1,1,1,169,0,0,0
1138,2010,10,26,10/26/2010,8:20:00,3,IN,18,19,1,0,0,0,0,40.4711,-85.5402,40.4801,-85.5222,1.13,100,1,1,1,53,0,0,0
1139,2010,10,26,10/26/2010,8:21:00,3,IN,18,20,0,0,0,0,0,40.9997,-85.5999,41.0207,-85.5763,1.9,175,1,1,1,69,183,0,0
1140,2010,10,26,10/26/2010,8:23:00,3,IN,18,21,0,0,0,0.075,0,39.9094,-85.6428,39.9139,-85.6362,0.47,50,1,1,1,59,0,0,0
1141,2010,10,26,10/26/2010,8:27:00,3,KY,21,13,0,0,0,0.002,0,37.2656,-87.266,37.2665,-87.264,0.13,50,1,1,1,177,0,0,0
1142,2010,10,26,10/26/2010,8:28:00,3,KY,21,14,1,0,0,0.1,0,36.8607,-87.529,36.8623,-87.4849,2.44,130,1,1,1,47,0,0,0
1143,2010,10,26,10/26/2010,8:31:00,3,IN,18,22,1,0,0,0.1,0,40.9798,-85.6149,40.9885,-85.6094,0.67,75,1,1,1,69,0,0,0
1144,2010,10,26,10/26/2010,8:31:00,3,IN,18,23,0,0,0,0,0,41.298,-85.8234,41.3064,-85.8094,0.93,30,1,1,1,85,0,0,0
1145,2010,10,26,10/26/2010,8:42:00,3,IN,18,24,1,0,0,0,0,41.1083,-85.4717,41.136,-85.4512,2.19,150,1,1,1,183,0,0,0
1146,2010,10,26,10/26/2010,8:52:00,3,KY,21,15,0,0,0,0.004,0,36.7354,-87.3453,36.7511,-87.3193,1.8,50,1,1,1,47,0,0,0
1147,2010,10,26,10/26/2010,8:58:00,3,KY,21,16,0,0,0,0.005,0,36.7694,-87.2697,36.7697,-87.2665,0.18,30,1,1,1,219,0,0,0
1148,2010,10,26,10/26/2010,9:02:00,3,OH,39,30,0,0,0,0,0,40.9023,-84.765,40.9251,-84.7402,2.04,80,1,1,1,161,0,0,0
1149,2010,10,26,10/26/2010,9:02:00,3,IN,18,25,0,0,0,0,0,41.06,-84.9049,41.0758,-84.8944,1.22,175,1,1,1,3,0,0,0
1150,2010,10,26,10/26/2010,9:04:00,3,IN,18,26,1,0,0,0,0,41.1549,-84.9801,41.2468,-84.9236,6.99,150,1,1,1,3,0,0,0
1151,2010,10,26,10/26/2010,9:12:00,3,OH,39,31,1,0,0,0,0,40.9802,-84.6112,41.0991,-84.5291,9.26,100,1,1,1,161,125,0,0
1152,2010,10,26,10/26/2010,9:29:00,3,OH,39,32,1,0,0,0,0,41.0645,-84.3498,41.1243,-84.3006,4.87,175,1,1,1,125,137,0,0
1153,2010,10,26,10/26/2010,9:40:00,3,OH,39,33,1,0,0,0.077,0,39.9137,-84.6889,39.95,-84.6218,4.35,30,1,1,1,135,37,0,0
1154,2010,10,26,10/26/2010,9:48:00,3,OH,39,34,0,0,0,0.03,0,40.6006,-84.2033,40.6016,-84.2013,0.13,40,1,1,1,11,0,0,0
1155,2010,10,26,10/26/2010,9:51:00,3,KY,21,17,0,0,0,0.015,0,38.0214,-85.5913,38.022,-85.5898,0.09,75,1,1,1,29,0,0,0
1156,2010,10,26,10/26/2010,9:59:00,3,OH,39,35,2,0,0,0.238,0,40.6327,-84.1668,40.6681,-84.1087,3.92,110,1,1,1,11,3,0,0
1157,2010,10,26,10/26/2010,10:04:00,3,IN,18,27,0,0,0,0,0,39.1538,-84.8699,39.1546,-84.8686,0.09,10,1,1,1,29,0,0,0
1158,2010,10,26,10/26/2010,10:08:00,3,KY,21,18,1,0,0,0.04,0,36.9637,-86.3897,36.9758,-86.3672,1.49,60,1,1,1,227,0,0,0
1159,2010,10,26,10/26/2010,10:35:00,3,KY,21,19,0,0,0,0.005,0,38.7017,-85.3974,38.7167,-85.3895,1.12,20,1,1,1,223,0,0,0
1160,2010,10,26,10/26/2010,11:20:00,3,OH,39,36,0,0,0,0.07,0,39.443,-83.6415,39.4756,-83.5807,3.95,200,1,1,1,27,47,0,0
1161,2010,10,26,10/26/2010,11:30:00,3,OH,39,37,0,0,0,0.075,0,39.4844,-83.5438,39.537,-83.466,5.51,200,1,1,1,47,0,0,0
1162,2010,10,26,10/26/2010,11:52:00,3,OH,39,38,0,0,0,0.075,0,39.7274,-83.1187,39.7463,-83.0847,2.23,30,1,1,1,129,0,0,0
1163,2010,10,26,10/26/2010,12:05:00,3,OH,39,39,0,0,0,0.04,0,39.8673,-82.8762,39.8687,-82.8727,0.21,100,1,1,1,49,0,0,0
1164,2010,10,26,10/26/2010,12:23:00,3,AL,1,27,1,0,0,0.01,0,34.649,-87.1943,34.6495,-87.176,1.04,50,1,1,1,79,0,0,0
1165,2010,10,26,10/26/2010,12:27:00,3,OH,39,40,0,0,0,0.015,0,40.0014,-82.5323,40.0063,-82.524,0.55,50,1,1,1,89,0,0,0
1166,2010,10,26,10/26/2010,13:30:00,3,TN,47,27,1,0,0,0.1,0,35.2945,-84.77,35.294,-84.7678,0.13,40,1,1,1,11,0,0,0
1167,2010,10,26,10/26/2010,13:55:00,3,TN,47,28,1,0,0,0.025,0,35.67,-84.1522,35.6891,-84.1254,2,50,1,1,1,105,0,0,0
1168,2010,10,26,10/26/2010,14:40:00,3,AL,1,28,0,0,0,0.005,0,34.6431,-86.8463,34.645,-86.8418,0.29,50,1,1,1,83,0,0,0
1169,2010,10,26,10/26/2010,16:02:00,3,SC,45,19,0,0,0,0,0,34.751,-83.225,34.752,-83.211,0.8,150,1,1,1,73,0,0,0
1170,2010,10,26,10/26/2010,16:10:00,3,KY,21,20,1,0,0,0.25,0,36.6148,-83.7163,36.6175,-83.7043,0.7,220,1,1,1,13,0,0,0
1171,2010,10,26,10/26/2010,16:16:00,3,SC,45,20,0,0,0,0,0,34.827,-83.032,34.828,-83.024,0.46,200,1,1,1,73,0,0,0
1172,2010,10,26,10/26/2010,16:25:00,3,TN,47,29,0,0,0,0.01,0,35.0314,-85.4429,35.0329,-85.4361,0.4,20,1,1,1,115,0,0,0
1173,2010,10,26,10/26/2010,16:50:00,3,TN,47,30,2,6,0,0.2,0,35.1216,-85.1925,35.1216,-85.1925,1.2,100,1,1,1,65,0,0,0
1174,2010,10,26,10/26/2010,17:03:00,3,AL,1,29,1,0,0,0.2,0,34.3474,-86.0671,34.3798,-85.9995,4.46,175,1,1,1,49,0,0,0
1175,2010,10,26,10/26/2010,17:08:00,3,NC,37,13,2,11,0,1.2,0,35.544,-81.482,35.566,-81.445,2.58,200,1,1,1,109,0,0,0
1176,2010,10,26,10/26/2010,17:12:00,3,NC,37,14,0,0,0,0,0,35.566,-81.444,35.573,-81.434,0.74,100,1,1,1,35,0,0,0
1177,2010,10,26,10/26/2010,17:13:00,3,AL,1,30,0,0,0,0.005,0,34.2692,-86.124,34.2693,-86.1085,0.88,50,1,1,1,95,0,0,0
1178,2010,10,26,10/26/2010,17:17:00,3,SC,45,21,0,0,0,0,0,35.086,-82.481,35.103,-82.4,4.73,40,1,1,1,45,0,0,0
1179,2010,10,26,10/26/2010,17:44:00,3,NC,37,15,2,0,0,6.61,0,35.703,-81.158,35.725,-81.122,2.53,100,1,1,1,35,0,0,0
1180,2010,10,26,10/26/2010,18:03:00,3,NC,37,16,0,0,0,0.1,0,35.268,-82.038,35.271,-82.031,0.45,40,1,1,1,149,0,0,0
1181,2010,10,26,10/26/2010,18:15:00,3,NC,37,17,0,0,0,0.01,0,35.316,-81.922,35.319,-81.919,0.27,30,1,1,1,161,0,0,0
1182,2010,10,26,10/26/2010,20:10:00,3,AL,1,31,1,0,0,0.05,0,33.6096,-86.7093,33.6352,-86.6423,4.3,200,1,1,1,73,0,0,0
1183,2010,10,26,10/26/2010,21:14:00,3,NC,37,18,1,0,0,0.1,0,36.343,-80.295,36.363,-80.263,2.25,200,1,1,1,169,0,0,0
1184,2010,10,26,10/26/2010,21:35:00,3,NC,37,19,0,0,0,0,0,35.557,-80.962,35.559,-80.955,0.42,75,1,1,1,35,0,0,0
1185,2010,10,26,10/26/2010,21:36:00,3,NC,37,20,0,0,0,0,0,35.556,-80.962,35.574,-80.939,1.79,75,1,1,1,97,0,0,0
